Timestamp,L_Toe,L_Forefoot,L_Heel,L_Knee,R_Toe,R_Forefoot,R_Heel,R_Knee,Label
3384777,0.0,4095.0,4095.0,75.0,2338.0,3063.0,3099.0,4095.0,STAIRS_UP
3384877,0.0,4095.0,4095.0,115.0,2493.0,3129.0,3383.0,4095.0,STAIRS_UP
3384977,60.0,3136.0,2464.0,3647.0,4095.0,4095.0,4095.0,4095.0,STAIRS_UP
3385077,113.0,2361.0,3051.0,56.0,4095.0,4095.0,4095.0,4095.0,STAIRS_UP
3385177,217.0,2104.0,2112.0,40.0,4095.0,4095.0,4095.0,4095.0,STAIRS_UP
3385277,313.0,2024.0,1856.0,115.0,4095.0,4095.0,4095.0,4095.0,STAIRS_UP
3385377,443.0,1939.0,1683.0,109.0,4095.0,4095.0,4095.0,4095.0,STAIRS_UP
3385477,504.0,1888.0,1655.0,72.0,4095.0,4095.0,4095.0,4095.0,STAIRS_UP
3385577,537.0,1895.0,1645.0,88.0,4095.0,4095.0,4095.0,4095.0,STAIRS_UP
3385677,539.0,1840.0,1643.0,4095.0,4095.0,4095.0,4095.0,2902.0,STAIRS_UP
3385777,520.0,1816.0,1611.0,4095.0,4095.0,4095.0,4095.0,1126.0,STAIRS_UP
3385877,552.0,1831.0,1566.0,4095.0,4095.0,4095.0,4095.0,1054.0,STAIRS_UP
3385977,576.0,1836.0,1562.0,4095.0,4095.0,4095.0,4095.0,1823.0,STAIRS_UP
3386077,605.0,1836.0,1607.0,4095.0,4095.0,4095.0,4095.0,3957.0,STAIRS_UP
3386327,873.0,2583.0,3487.0,4095.0,4095.0,4095.0,4095.0,3935.0,STAIRS_UP
3386427,795.0,2424.0,3475.0,4095.0,3448.0,4095.0,4095.0,4095.0,STAIRS_UP
3386527,0.0,4095.0,4095.0,4095.0,3150.0,4029.0,4095.0,4095.0,STAIRS_UP
3386727,0.0,4095.0,4095.0,4095.0,2712.0,2552.0,3599.0,4095.0,STAIRS_UP
3386827,0.0,4095.0,4095.0,1589.0,2667.0,2828.0,3653.0,4095.0,STAIRS_UP
3386927,0.0,4095.0,4095.0,95.0,2647.0,2901.0,3621.0,4095.0,STAIRS_UP
3387027,0.0,4095.0,4095.0,63.0,2668.0,2847.0,3674.0,4095.0,STAIRS_UP
3388827,463.0,2237.0,1551.0,4095.0,2633.0,2805.0,3611.0,4095.0,STAIRS_UP
3389077,533.0,2315.0,1617.0,4095.0,2459.0,2661.0,3661.0,4095.0,STAIRS_UP
3389177,512.0,2280.0,1614.0,4095.0,3043.0,3163.0,4095.0,4095.0,STAIRS_UP
3390867,491.0,2250.0,1567.0,4095.0,4095.0,4095.0,4095.0,1916.0,STAIRS_UP
3390967,496.0,2268.0,1593.0,4095.0,4095.0,4095.0,4095.0,1484.0,STAIRS_UP
