Timestamp,L_Toe,L_Forefoot,L_Heel,L_Knee,R_Toe,R_Forefoot,R_Heel,R_Knee,Label
2886054,3839.0,3851.0,1263.0,4095.0,2775.0,2589.0,2320.0,4095.0,STANDING_RIGHT_LEAN
2886154,3734.0,3851.0,1264.0,4095.0,2779.0,2605.0,2256.0,4095.0,STANDING_RIGHT_LEAN
2886254,3809.0,3861.0,1263.0,4095.0,2787.0,2605.0,2299.0,4095.0,STANDING_RIGHT_LEAN
2886354,3696.0,3841.0,1274.0,4095.0,2714.0,2592.0,2280.0,4095.0,STANDING_RIGHT_LEAN
2886454,3867.0,3728.0,1319.0,4095.0,2717.0,2592.0,2281.0,4095.0,STANDING_RIGHT_LEAN
2886554,3755.0,3855.0,1260.0,4095.0,2723.0,2533.0,2333.0,4095.0,STANDING_RIGHT_LEAN
2886654,3848.0,3760.0,1319.0,4095.0,2715.0,2591.0,2283.0,4095.0,STANDING_RIGHT_LEAN
2886754,3869.0,3704.0,1319.0,4095.0,2743.0,2545.0,2335.0,4095.0,STANDING_RIGHT_LEAN
2886854,3927.0,3727.0,1311.0,4095.0,2733.0,2563.0,2339.0,4095.0,STANDING_RIGHT_LEAN
2886954,3911.0,3788.0,1311.0,4095.0,2777.0,2605.0,2277.0,4095.0,STANDING_RIGHT_LEAN
2887054,3799.0,3863.0,1260.0,4095.0,2761.0,2585.0,2335.0,4095.0,STANDING_RIGHT_LEAN
2887154,3867.0,3750.0,1319.0,4095.0,2728.0,2591.0,2287.0,4095.0,STANDING_RIGHT_LEAN
2887254,3731.0,3843.0,1276.0,4095.0,2702.0,2599.0,2315.0,4095.0,STANDING_RIGHT_LEAN
2887354,3705.0,3776.0,1284.0,4095.0,2747.0,2555.0,2301.0,4095.0,STANDING_RIGHT_LEAN
2887454,3787.0,3675.0,1335.0,4095.0,2711.0,2599.0,2307.0,4095.0,STANDING_RIGHT_LEAN
