Timestamp,L_Toe,L_Forefoot,L_Heel,L_Knee,R_Toe,R_Forefoot,R_Heel,R_Knee,Label
1165051,0.0,4095.0,4095.0,4095.0,2920.0,2383.0,3184.0,4095.0,WALKING_BACKWARD
1165151,10.0,4095.0,4095.0,4095.0,3611.0,3121.0,3131.0,4095.0,WALKING_BACKWARD
1165251,128.0,4095.0,4095.0,4095.0,3707.0,3509.0,2984.0,4095.0,WALKING_BACKWARD
1165351,158.0,3712.0,4095.0,4095.0,3343.0,3185.0,3257.0,4095.0,WALKING_BACKWARD
1165451,313.0,2683.0,2201.0,4095.0,3207.0,3167.0,3371.0,4095.0,WALKING_BACKWARD
1165551,291.0,2352.0,1740.0,4095.0,3439.0,3129.0,4095.0,4095.0,WALKING_BACKWARD
1165651,309.0,2375.0,1800.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1165751,342.0,2293.0,1749.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1165851,351.0,2304.0,1653.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1165951,253.0,2443.0,1687.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1166051,112.0,2593.0,1775.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1166151,85.0,2693.0,1694.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1166251,81.0,2711.0,1744.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1166351,77.0,2731.0,1824.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1166451,0.0,4095.0,4095.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1166551,1.0,4095.0,4095.0,4095.0,2684.0,2323.0,3273.0,4095.0,WALKING_BACKWARD
1166651,0.0,4095.0,4095.0,4095.0,2737.0,2264.0,3190.0,4095.0,WALKING_BACKWARD
1166751,723.0,4095.0,4095.0,4095.0,2648.0,2283.0,3197.0,4095.0,WALKING_BACKWARD
1166851,1589.0,4095.0,4095.0,4095.0,2747.0,2285.0,3129.0,4095.0,WALKING_BACKWARD
1166951,1407.0,4095.0,4095.0,4095.0,2560.0,2212.0,3112.0,4095.0,WALKING_BACKWARD
1167051,617.0,4095.0,4095.0,4095.0,2699.0,2312.0,3235.0,4095.0,WALKING_BACKWARD
1167151,143.0,4095.0,4095.0,4095.0,2747.0,2304.0,3217.0,4095.0,WALKING_BACKWARD
1167251,163.0,3755.0,4095.0,4095.0,2725.0,2359.0,3065.0,4095.0,WALKING_BACKWARD
1167401,268.0,3559.0,3944.0,4095.0,2940.0,2478.0,3789.0,4095.0,WALKING_BACKWARD
1167501,471.0,3151.0,3851.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1167601,551.0,2368.0,1784.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1167701,471.0,2252.0,1696.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1167801,396.0,2312.0,1835.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1167901,177.0,2421.0,1804.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1168001,104.0,2583.0,1831.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1168101,103.0,2547.0,1775.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1168201,104.0,2567.0,1696.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1168301,73.0,2633.0,1835.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1168401,159.0,2604.0,1851.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1168501,0.0,4095.0,4095.0,4095.0,2680.0,2344.0,3655.0,4095.0,WALKING_BACKWARD
1168601,0.0,4095.0,4095.0,4095.0,2701.0,2344.0,3493.0,4095.0,WALKING_BACKWARD
1168701,0.0,4095.0,4095.0,4095.0,2867.0,2255.0,3259.0,4095.0,WALKING_BACKWARD
1168801,0.0,4095.0,4095.0,4095.0,3309.0,2477.0,3025.0,4095.0,WALKING_BACKWARD
1168901,0.0,4095.0,4095.0,4095.0,3983.0,4095.0,2807.0,4095.0,WALKING_BACKWARD
1169001,1.0,4095.0,4095.0,4095.0,4085.0,4095.0,2875.0,4095.0,WALKING_BACKWARD
1169101,17.0,4095.0,4095.0,4095.0,4016.0,4095.0,2816.0,4095.0,WALKING_BACKWARD
1169201,163.0,3728.0,4095.0,4095.0,3913.0,4095.0,3049.0,4095.0,WALKING_BACKWARD
1169301,412.0,3280.0,4021.0,4095.0,3829.0,4095.0,3347.0,4095.0,WALKING_BACKWARD
1169401,363.0,2747.0,2576.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1169501,352.0,2327.0,1887.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1169601,201.0,2523.0,1725.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1169701,173.0,2387.0,1759.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1169801,68.0,2463.0,1783.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1169901,67.0,2711.0,1863.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1170001,87.0,2743.0,1712.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1170101,87.0,2744.0,1712.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1170201,87.0,2743.0,1728.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1170301,83.0,2773.0,1788.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1170401,0.0,4095.0,4095.0,4095.0,4095.0,4095.0,4095.0,4095.0,WALKING_BACKWARD
1170501,580.0,4095.0,4095.0,4095.0,2936.0,2560.0,2535.0,4095.0,WALKING_BACKWARD
