Timestamp,L_Toe,L_Forefoot,L_Heel,L_Knee,R_Toe,R_Forefoot,R_Heel,R_Knee,Label
2470230,353.0,2295.0,1768.0,185.0,4095.0,4095.0,4095.0,4095.0,STAIRS_UP
2470330,341.0,2208.0,1833.0,368.0,4095.0,4095.0,4095.0,4095.0,STAIRS_UP
2470430,351.0,2407.0,2168.0,2031.0,4095.0,4095.0,4095.0,2599.0,STAIRS_UP
2470530,256.0,2576.0,2768.0,4092.0,4095.0,4095.0,4095.0,912.0,STAIRS_UP
2470630,419.0,2331.0,1815.0,4095.0,4095.0,4095.0,4095.0,607.0,STAIRS_UP
2470730,430.0,2199.0,1669.0,4095.0,4095.0,4095.0,4095.0,614.0,STAIRS_UP
2470830,451.0,2247.0,1632.0,4095.0,4095.0,4095.0,4095.0,1913.0,STAIRS_UP
2470930,491.0,2138.0,1719.0,4095.0,4095.0,4095.0,4095.0,4095.0,STAIRS_UP
2471030,592.0,2284.0,1665.0,4095.0,3869.0,4095.0,4095.0,4095.0,STAIRS_UP
2471130,617.0,3173.0,3744.0,4095.0,3809.0,3098.0,4095.0,4095.0,STAIRS_UP
2471230,591.0,3250.0,3929.0,4095.0,3697.0,3257.0,4095.0,4095.0,STAIRS_UP
2471330,839.0,2975.0,3703.0,4095.0,4095.0,4095.0,4095.0,4095.0,STAIRS_UP
2471430,0.0,4095.0,4095.0,4095.0,3056.0,2539.0,4067.0,4095.0,STAIRS_UP
2471530,0.0,4095.0,4095.0,527.0,2902.0,2359.0,3827.0,4095.0,STAIRS_UP
2471630,0.0,4095.0,4095.0,24.0,3005.0,2579.0,4095.0,4095.0,STAIRS_UP
2471730,0.0,4095.0,4095.0,18.0,3883.0,3690.0,4095.0,4095.0,STAIRS_UP
2471830,0.0,4095.0,4095.0,0.0,4095.0,4095.0,4095.0,4095.0,STAIRS_UP
2471930,0.0,4095.0,4095.0,33.0,3664.0,3424.0,4095.0,4095.0,STAIRS_UP
2472030,0.0,4095.0,4095.0,56.0,2940.0,2553.0,4095.0,4095.0,STAIRS_UP
2472130,96.0,2604.0,1816.0,170.0,2968.0,2533.0,4095.0,4095.0,STAIRS_UP
2472680,399.0,1843.0,1615.0,4095.0,2875.0,2488.0,4026.0,4095.0,STAIRS_UP
